PRDKEY;YEAR;MONTH;INDICODECR;COICOP;DESCRIZIONE;MARCA;FORMATO;MERCATO;FAMIGLIA;EAN;TURNOVERCURR;QUANTITYCURR;PRICECURR;COUNTPDVCURR;TURNOVERPREV;QUANTITYPREV;PRICEPREV;COUNTPDVPREV;VTURNOVER;VPRICE
12722246;2020;5;03080203;01.1.1.8.0.00;BUITONI BUITONI NOBIO 01 ROTOLO 01 PASTA SFOGLIA GRAN SPESSORE 00280.0 STD GR;BUITONI;280GR;Basi Pasta Sfoglia;BASI;7613033263217;82.48;62.0;1.33;2;11453.08;5122.0;2.24;474;-99.27984437374052;-40.505852940305
12927608;2020;5;02080106;01.2.2.3.0.00;PL PL NOBIO NETT MIX NETT NO MIX GIALLO PLAS 01 1000 ML PL;BENNET;1000ML;Nettari Pet >20 CL;NETTARI E SIMILI;8019514035240;69.42;138.0;0.5;11;526.56;646.0;0.82;38;-86.81631722880583;-38.285079201511365
12928805;2020;5;02080106;01.2.2.3.0.00;PL PL NOBIO NETT MIX NETT NO MIX BIANCO PLAS 01 1000 ML PL;BENNET;1000ML;Nettari Pet >20 CL;NETTARI E SIMILI;8019514035257;65.13;132.0;0.49;9;350.3;429.0;0.82;38;-81.40736511561519;-39.573936625749354
13562492;2020;5;03030302;01.1.4.6.0.00;PL PL STD CREMA+PANNA LATTE CACAO PANNA MONTATA FRESCO 04 0100.0 GR PLAS NOBIO DESSERT PL;COOP;100GR;Dessert Freschi Coppa con Panna Mono;DESSERT FRESCHI;8001120789792;32.64;30.0;1.09;17;7889.2;5072.0;1.56;321;-99.58626983724585;-30.052020483699234
14052266;2020;5;01020401;01.1.8.3.0.00;MONSIEUR LE CHOCOLATIER MONSIEUR LE CHOCOLATIER STD FONDENTE S/SORPR 1 01 UOVA CIOCC.INF50 GR 022 GR NOBIO;MONSIEUR LE CHOCOLATIER;22GR;Uova/Sfere di Cioccolato inf 31 gr Singolo;UOVA o SFERE CAVE di CIOCCOLATO < 31 GR;8021436510798;48.97;161.0;0.3;28;502.92;325.0;1.55;45;-90.26286486916408;-80.34429243775358
20795327;2020;5;01020501;01.1.8.3.0.00;VERGANI CHACAO NOBIO OVE UNI STD CREMA LATTE LATTE RIPIENI BUS 1 01000.0 GR;CHACAO;1000GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8002325446305;422.97;465.0;0.91;39;2025.84;687.0;2.95;65;-79.12125340599455;-69.15333567724356
20795336;2020;5;01020501;01.1.8.3.0.00;VERGANI CHACAO NOBIO OVE UNI STD CREMA NOC LATTE RIPIENI BUS 1 01000.0 GR;CHACAO;1000GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8002325446404;426.54;417.0;1.02;35;2120.19;709.0;2.99;68;-79.8819917082903;-65.79456144167342
21936473;2020;5;01020501;01.1.8.3.0.00;PERUGINA BACI NOBIO OVE UNI STD NOCCIOLE LATTE RIPIENI SAC 1 00150.0 GR;BACI;150GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8000300328431;2848.34;1958.0;1.45;201;16389.2;6395.0;2.56;525;-82.62062821858297;-43.23744507550464
22200791;2020;5;01020401;01.1.8.3.0.00;MONSIEUR LE CHOCOLATIER MONSIEUR LE CHOCOLATIER STD FONDENTE S/SORPR 1 01 UOVA CIOCC.INF50 GR 022 GR NOBIO AB.PORTAUOVO;MONSIEUR LE CHOCOLATIER;22GR;Uova/Sfere di Cioccolato inf 31 gr Singolo;UOVA o SFERE CAVE di CIOCCOLATO < 31 GR;8021436510828;13.75;25.0;0.55;8;145.18;49.0;2.96;12;-90.52899848463976;-81.43683702989392
22204976;2020;5;01020802;01.1.8.3.0.00;RUBEZAHL FRIEDEL NOBIO PRAL UNI BLATTERKROKANT CIOCC.LATTE CROCCANTE NOCCIOLE BUS 1 00100.0 GR;FRIEDEL;100GR;Praline - Cioccolatini Sacchetto;PRALINE e CIOCCOLATINI;4008601252541;46.84;94.0;0.5;10;170.29;235.0;0.72;16;-72.49398085618651;-31.234952140466262
23823853;2020;5;01020501;01.1.8.3.0.00;CONFETTI CRISPO CRISPO NOBIO OVE UNI FARAONA CREMA NOCCIOLA E CEREALI LATTE RIPIENI SAC 1 01000.0 GR;CRISPO;1000GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8005085704555;75.74;31.0;2.44;9;906.23;242.0;3.74;23;-91.64229831279034;-34.75600618371823
23865322;2020;5;01020501;01.1.8.3.0.00;CARAMELLAMANIA CARAMELLAMANIA NOBIO OVE UNI DOLCEARTE CREMA NOCC LATTE RIPIENI SAC 1 00100.0 GR AB.LANTERNE PASQUALI;CARAMELLAMANIA;100GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8016531155777;69.09;22.0;3.14;11;10341.09;1820.0;5.68;318;-99.33188861135528;-44.72896693939157
23884558;2020;5;01020304;01.1.8.3.0.00;CIDNEO CIDNEO NOBIO OVETTI CONFETTATI CREMA NOCCIOLA SACCHETTO 01 0200.0 GR;CIDNEO;200GR;Altri Fuori Pasto Dolci Bocconcini Conf;ALTRI FUORI PASTO DOLCI;8000038123148;217.11;200.0;1.09;55;1386.15;874.0;1.59;128;-84.33719294448653;-31.553533167406126
24814633;2020;5;01010301;01.1.1.4.2.00;PASTIC.POZZO PASTIC.POZZO SFOGLIA CROISSANT 005 BRIOCHE ALBICOCCA FARC BRIOCHE 1 00350.00 GR NOBIO;PASTIC.POZZO;350GR;Merendine Croissant;MERENDINE;8031956003786;46.28;32.0;1.45;9;626.19;227.0;2.76;46;-92.6092719462144;-47.572022868458454
24814639;2020;5;01010301;01.1.1.4.2.00;PASTIC.POZZO PASTIC.POZZO SFOGLIA CROISSANT 005 BRIOCHE CIOCCOLATO FARC BRIOCHE 1 00350.00 GR NOBIO;PASTIC.POZZO;350GR;Merendine Croissant;MERENDINE;8031956003793;80.86;56.0;1.44;14;730.24;266.0;2.75;46;-88.92692813321648;-47.402908632778264
25018050;2020;5;01020501;01.1.8.3.0.00;RIEGELEIN RIEGELEIN NOBIO OVE UNI STD LATTE LATTE NON RIPIENI SAC 1 00300.0 GR;RIEGELEIN;300GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;4013900976692;198.58;109.0;1.82;25;1150.53;366.0;3.14;51;-82.74012846253466;-42.04483502098793
25234494;2020;5;01010503;01.1.1.4.2.00;MAINA NOBIO MAINA ARIA DI PRIM. TORTA CIOCC. FARC AST CIOCCOLATO 1 0400 GR TORTERICORRENZA;MAINA;400GR;Torte Pronte Altre;TORTE PRONTE;8005190405095;557.68;469.0;1.19;35;4330.38;2531.0;1.71;180;-87.12168447110876;-30.501030695898294
25530651;2020;5;01020501;01.1.8.3.0.00;WITOR'S WITOR'S NOBIO OVE UNI MAXI OVETTI CREMA LATTE.CEREALI LATTE RIPIENI BUS 1 00250.0 GR;WITOR'S;250GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8003535052294;2098.75;1693.0;1.24;226;15095.05;8250.0;1.83;577;-86.0964355865002;-32.24784027680256
26393796;2020;5;01020501;01.1.8.3.0.00;CONFETTI CRISPO CRISPO NOBIO OVE UNI SSC NAPOLI CREMA LATTE LATTE RIPIENI BUS 1 00150.0 GR;CRISPO;150GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8005085714899;75.54;101.0;0.75;15;285.93;256.0;1.12;37;-73.58094638547897;-33.036854204778365
26591397;2020;5;06030301;12.1.3.2.1.02;BDF NIVEA BABY PURE & SENSITIVE PROF BAGNO DELIC LIQ PELLE SEC/SENS BAGNODOCCIA BABY 01 0500 ML BAGNO;NIVEA;500ML;Igiene Cura Prima Inf. Det. Liq./Solidi;IGIENE CURA PRIMA INFANZIA;4005900281951;249.05;107.0;2.33;25;1120.89;314.0;3.57;108;-77.78104898785786;-34.79672319801279
26706354;2020;5;05040402;05.6.1.2.0.00;GUARDINI GUARDINI EASY BAKE CONT.ALLUM S/COP CARTA FORNO 1 002 PZ;GUARDINI;2UNI;Sacc/Vasc per Alimenti Vaschette;SACCHETTI e VASCHETTE PER ALIMENTI;8006043010206;256.88;145.0;1.77;19;5630.57;1950.0;2.89;109;-95.43776207382201;-38.64576582036497
33134052;2020;5;01010503;01.1.1.4.2.00;MELEGATTI NOBIO MELEGATTI LA CHOCOLAT FARC AST CIOCCOLATO 1 0400 GR TORTERICORRENZA FACE16;MELEGATTI;400GR;Torte Pronte Altre;TORTE PRONTE;8002630010598;238.48;270.0;0.88;20;5021.28;3488.0;1.44;276;-95.25061338941465;-38.64496111954927
33321747;2020;5;01010503;01.1.1.4.2.00;C.E.A.N. NOBIO SZ GUSTO RICCO FARC AST CIOC.MIRT.UVET. 1 0600 GR TORTERICORRENZA;SZ;600GR;Torte Pronte Altre;TORTE PRONTE;8011176020343;366.64;149.0;2.46;36;1552.58;312.0;4.98;123;-76.38511381056048;-50.551379254328
33419442;2020;5;01010103;01.1.1.4.2.00;COSTA GIUSEPPE COSTA GIUSEPPE RIPIENI COSTA GIUSEPPE UNITIPO PASTIC LA PASTICCERIA DAL CUORE 01 GOCCE MODICANE CREMA CIOCCOLATO MODICANO SACCHETTO 01 PASTIC 00120.00 GR NOBIO NON PORZ.;COSTA GIUSEPPE;120GR;Pasticceria Ripiena;PASTICCERIA;8031780002344;9.65;15.0;0.64;4;35.66;27.0;1.32;13;-72.93886707795849;-51.28996074032529
35058753;2020;5;01020501;01.1.8.3.0.00;ZAINI ZAINI NOBIO OVE UNI CHOCO PASQUA LATTE LATTE NON RIPIENI SAC 1 00060.0 GR;ZAINI;60GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8004735094220;251.36;362.0;0.69;77;2590.83;2330.0;1.11;310;-90.2980898013378;-37.55400341745045
36517196;2020;5;01010503;01.1.1.4.2.00;S.ANGELO S.ANGELO NOBIO TONDA FARCITA PASQUALINA PIZZA DOLCE CIOCCOLATO TORTA 1 00500 TORTE.PRONTE GR;S.ANGELO;500GR;Torte Pronte Altre;TORTE PRONTE;8003896011084;121.99;91.0;1.34;9;646.28;262.0;2.47;24;-81.12428049761714;-45.65452187226031
36599600;2020;5;01020501;01.1.8.3.0.00;LAICA LAICA NOBIO OVE UNI STD CREMA NOCCIOLA CEREALI LATTE RIPIENI BUS 1 00275.0 GR;LAICA;275GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8008743045953;261.62;348.0;0.75;60;1626.49;1057.0;1.54;112;-83.91505634833291;-51.14429471318359
36653378;2020;5;04020803;01.1.9.4.0.00;GELATI ALOHA GELATI ALOHA COLOMBA DOLCE STD OPERA ITALIANA 1 1200.0 GR NOBIO PASTICC.SURG.;GELATI ALOHA;1200GR;Surg Dolci/Pasticceria - Altri Dolci;SURG DOLCI/PASTICCERIA;8032715991948;248.62;50.0;4.97;15;1416.89;121.0;11.71;50;-82.45311915533316;-57.53654835590625
36681602;2020;5;01170405;01.1.9.9.0.00;EURO COMPANY EURO COMPANY NOBIO MANDORLE MANDORLE AFFETTATE 01 00060.0 GR 001 DECOR;EURO COMPANY;60GR;Ingredienti per Pasticceria Decorazioni;INGREDIENTI PER PASTICCERIA;8009750915635;30.68;40.0;0.77;8;221.44;172.0;1.29;42;-86.14523121387283;-40.42449421965318
40120492;2020;5;01010503;01.1.1.4.2.00;BALOCCO NOBIO BALOCCO DOUBLE CHOCOLATE FARC AST CREMA CIOCC.LATTE&FONDENTE 1 0650 GR TORTERICORRENZA;BALOCCO;650GR;Torte Pronte Altre;TORTE PRONTE;8001100068190;305.42;136.0;2.25;22;4677.3;1379.0;3.39;443;-93.47016441109187;-33.78938766835064
42330648;2020;5;01010503;01.1.1.4.2.00;MAINA NOBIO MAINA DOLCEUOVO AL CIOCCOLATO FARC/RICOP AST CR.CIOCCOLATO.CROCC.GLAS.CIOCC.FONDENTE 1 0600 GR TORTERICORRENZA;MAINA;600GR;Torte Pronte Altre;TORTE PRONTE;8005190409666;81.8;62.0;1.32;2;524.28;200.0;2.62;7;-84.39765011062791;-49.66983906654164
42343413;2020;5;01020501;01.1.8.3.0.00;LINDT LINDT NOBIO OVE UNI STD NOCCIOLA INTERE.NOCCIOLE LATTE RIPIENI SAC 1 00130.0 GR;LINDT;130GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8003340039459;5728.03;3996.0;1.43;281;30282.59;11802.0;2.57;569;-81.0847420910827;-44.13466620594544
42560022;2020;5;01020501;01.1.8.3.0.00;SORINI SORINI STD OVE 1 CIOCC 00100.0 GR NOBIO +TAZZA;SORINI;100GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8006423131873;744.87;322.0;2.31;45;4588.24;1254.0;3.66;123;-83.76567049674821;-36.77686584758464
42646266;2020;5;03010104;01.1.4.5.2.00;PL PL NOBIO FIORDILATTE TRADIZ VACC TAVOLA 1 00100 GR 001 MOZZAR PALLA BICCHIERE PL;ESSELUNGA;100GR;Mozzarelle Light/Delattosata;MOZZARELLE;8002330003685;151.33;312.0;0.49;41;4225.98;4795.0;0.88;77;-96.41905546169173;-44.96593249619175
42651480;2020;5;01020501;01.1.8.3.0.00;ROVELLI ROVELLI NOBIO OVE UNI UN SACCO BUONO CREMA NOCCIOLA LATTE RIPIENI BUS 1 01000.0 GR;ROVELLI;1000GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8004333012268;133.62;58.0;2.3;11;502.48;129.0;3.9;28;-73.4078968317147;-40.85549467743441
42716073;2020;5;01020501;01.1.8.3.0.00;ROVELLI ROVELLI NOBIO OVE UNI CHOCOFIOCK CREMA NOC LATTE RIPIENI BUS 1 00360.0 GR;ROVELLI;360GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8004333010509;519.86;523.0;0.99;29;1936.39;1030.0;1.88;58;-73.15313547374238;-47.127589938727816
42830355;2020;5;03100203;01.1.1.6.1.02;CASA BURATTI CASA BURATTI UOVO TAGLIOLINI LUNGA STD NOBIO 1 0400 GR SAC;CASA BURATTI;400GR;Pasta Fresca non Ripiena Pasta all Uovo;PASTA FRESCA NON RIPIENA;8034115178110;53.26;47.0;1.13;13;184.3;95.0;1.94;32;-71.10146500271297;-41.58806755867515
44341211;2020;5;03020704;01.1.4.4.0.00;PODDA PODDA STD GUSTO TRAD INTERO VARI MIELE SARDO 01 00125.0 GR STD NOBIO PLAS NON PROB.;PODDA;125GR;Yogurt Intero - Altri Gusti;YOGURT INTERO;8000752801315;4.45;18.0;0.25;4;71.52;193.0;0.37;29;-93.77796420581656;-33.28594954014417
45377141;2020;5;03020804;01.1.4.4.0.00;LACTALIS NESTLE P.F. SVELTESSE BE ACTIVE GUSTO TRAD MAGRO 0% VARI VANIGLIA 01 00150.0 GR STD NOBIO PLAS NON PROB.;SVELTESSE;150GR;Yogurt Magro - Altri Gusti;YOGURT MAGRO;3023290025369;6.48;11.0;0.59;1;121.34;113.0;1.07;108;-94.65963408603923;-45.13987742931207
45463811;2020;5;05060102;05.6.1.1.1.04;PL PL STD NORM CILINDRO 1 004 CANDELE PL;AUCHAN;4UNI;Deo Azione Continua Grandi Ambienti;DEODORANTI AZIONE CONTINUA;3245678377383;3.78;11.0;0.34;2;104.47;90.0;1.16;63;-96.3817363836508;-70.39602495714298
4565075;2020;5;01220305;01.1.6.3.0.00;ALFANO ALFANO NOCI GRENOBLE GUSCIO BUST 1 0500 GR NOBIO;ALFANO;500GR;Frutta Secca con guscio Noci;FRUTTA SECCA CON GUSCIO;8006440012346;80.38;60.0;1.34;4;19451.36;7891.0;2.47;77;-99.58676411315199;-45.65259361470526
4587188;2020;5;01020501;01.1.8.3.0.00;CONFETTI CRISPO CRISPO NOBIO OVE UNI STD CREMA NOC LATTE RIPIENI SAC 1 01000.0 GR;CRISPO;1000GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8032154100918;405.77;131.0;3.1;28;4373.45;895.0;4.89;109;-90.72197006939601;-36.611932916865904
4587212;2020;5;01020501;01.1.8.3.0.00;SORINI SORINI NOBIO OVE UNI MULTICOLOR CREMA NOC CER LATTE RIPIENI SAC 1 01000.0 GR;SORINI;1000GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8006423241404;52.95;32.0;1.65;3;444.57;83.0;5.36;12;-88.0896146838518;-69.10743808624063
49733832;2020;5;01010503;01.1.1.4.2.00;BALOCCO NOBIO BALOCCO DOLCE SOGNO FARC/RICOP AST CREMA COCCO.CIOCCOLATO LATTE 1 0650 GR TORTERICORRENZA;BALOCCO;650GR;Torte Pronte Altre;TORTE PRONTE;8001100069531;1609.62;878.0;1.83;78;11286.05;4002.0;2.82;303;-85.73796855409998;-34.992426142947714
49887363;2020;5;01020501;01.1.8.3.0.00;COLUSSI LA SUISSA NOBIO OVE UNI STD CREMA NOCCIOLA LATTE RIPIENI INCAR 1 00350.0 GR FARFALLA;LA SUISSA;350GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8008429239386;13.0;13.0;1.0;1;108.24;47.0;2.3;6;-87.98965262379896;-56.5779748706578
49961247;2020;5;01020801;01.1.8.3.0.00;WAL-COR WAL-COR NOBIO PRAL L.O.L. SURPRISE! FIGURE 2D CREMA LATTE RETE 1 00045.0 GR +GADGET;WAL-COR;45GR;Praline - Cioccolatini Impulso inf 70 gr;PRALINE e CIOCCOLATINI;8001943024223;26.29;25.0;1.05;13;89.76;58.0;1.55;91;-70.71078431372548;-32.049019607843135
50044728;2020;5;01010503;01.1.1.4.2.00;PL NOBIO PL PL MINI RAMETTO FARC AST CREMA PISTACCHIO 1 0300 GR TORTERICORRENZA PL;MD;300GR;Torte Pronte Altre;TORTE PRONTE;8019730079516;92.93;94.0;0.99;18;6344.07;3192.0;1.99;175;-98.53516748711789;-50.25802786042882
50571798;2020;5;01020501;01.1.8.3.0.00;SORINI SORINI NOBIO OVE UNI MAXI OVETTI CREMA NOCCIOLA CEREALI LATTE RIPIENI SAC 1 00250.0 GR;SORINI;250GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8006423249288;292.45;314.0;0.93;51;2781.9;1568.0;1.77;129;-89.4874006973651;-47.50396271805253
51910118;2020;5;01020501;01.1.8.3.0.00;CONFETTI CRISPO CRISPO NOBIO OVE UNI STD CREMA NOC LATTE RIPIENI SAC 1 00500.0 GR FACE19;CRISPO;500GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8005085720227;818.26;601.0;1.36;59;3879.26;1869.0;2.08;138;-78.90680181271686;-34.40401428946391
51910850;2020;5;01020501;01.1.8.3.0.00;VENEZIA DOLCERIE VENEZIANE NOBIO OVE UNI STD CREMA NOC CER LATTE RIPIENI SAC 1 00100.0 GR +GRAZIOSO;DOLCERIE VENEZIANE;100GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8002749075211;89.27;29.0;3.08;11;10795.76;2128.0;5.07;254;-99.1731012916182;-39.322743053914145
52051346;2020;5;01020501;01.1.8.3.0.00;CONFETTI CRISPO CRISPO NOBIO OVE UNI FARAONA CREMA NOCCIOLA E CEREALI LATTE RIPIENI SAC 1 01000.0 GR FACE19;CRISPO;1000GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8005085720234;716.16;368.0;1.95;27;7102.64;2174.0;3.27;96;-89.91698861268486;-40.4335142499372
52293770;2020;5;01020501;01.1.8.3.0.00;PL PL NOBIO OVE UNI STD CREMA NOCCIOLE LATTE RIPIENI SCAT 1 00180.0 GR PL;UNES;180GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8000633048211;145.41;145.0;1.0;25;556.63;245.0;2.27;39;-73.87672241884196;-55.86066891459504
52624229;2020;5;01020501;01.1.8.3.0.00;SORINI SORINI NOBIO OVE UNI STD CREMA NOC LATTE RIPIENI CESTINO FELTRO 1 00100.0 GR;SORINI;100GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8006423132009;73.56;33.0;2.23;11;772.61;209.0;3.7;39;-90.4790256403619;-39.70049572229197
5458706;2020;5;01020304;01.1.8.3.0.00;BURATTI PRESTIGE NOBIO OVETTI CONFETTATI STD SACCHETTO 01 0200.0 GR;PRESTIGE;200GR;Altri Fuori Pasto Dolci Bocconcini Conf;ALTRI FUORI PASTO DOLCI;8013936000190;437.9;368.0;1.19;24;1709.96;836.0;2.05;70;-74.39121382956327;-41.823518373681765
55224049;2020;5;01140110;01.2.1.1.0.00;PL PL GRANCREMA ESPR ELETT ALTRE M. MACIN 01 036 CIALDE SCAT NO ARABICA 0234.000 GR NO FILTRO NONEQUOSOLIDALE NOBIO PL;EUROSPIN;BAD VALUE;Caffe Macinato Capsule A Modo Mio;CAFFE MACINATO;8017596105875;479.07;157.0;3.05;18;2229.57;450.0;4.95;101;-78.51289710571994;-38.41276240492976
5612834;2020;5;01020501;01.1.8.3.0.00;WAL-COR WAL-COR NOBIO OVE UNI STD CREMA NOC LATTE RIPIENI RETE 1 00100.0 GR;WAL-COR;100GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;0000080713951;121.21;216.0;0.56;11;463.4;496.0;0.93;31;-73.84333189469142;-39.93653990632843
5624765;2020;5;01010105;01.1.1.4.2.00;PRETI PRETI ALTRE VARIETA' PRETI UNITIPO PASTIC CANESTRELLINI 01 01 PASTIC 00280.00 GR NOBIO NON PORZ.;PRETI;280GR;Pasticceria Altra Unitipo;PASTICCERIA;8001813000340;607.33;296.0;2.05;25;5590.02;899.0;6.22;59;-89.13545926490424;-67.00262797009768
57441915;2020;5;01010503;01.1.1.4.2.00;DAL COLLE NOBIO DAL COLLE OSTRICA LIMONCETTA DI SORRENTO FARC AST CREMA LIMONCELLO 1 0400 GR TORTERICORRENZA;DAL COLLE;400GR;Torte Pronte Altre;TORTE PRONTE;8004970143998;79.22;60.0;1.32;16;774.91;372.0;2.08;120;-89.77687731478494;-36.61663935166664
58119258;2020;5;01010503;01.1.1.4.2.00;GENTILINI NOBIO GENTILINI DELIZIA ROMANA FARC AST GLASS.NOCCIOLE.GRAN.ZUCC.CILIEGIA 1 0900 GR TORTERICORRENZA;GENTILINI;900GR;Torte Pronte Altre;TORTE PRONTE;8007465000059;800.4;380.0;2.11;20;5538.37;685.0;8.09;77;-85.54809447545036;-73.94853872548288
58369191;2020;5;03060102;01.1.2.7.2.00;PL PL NOBIO FAMIGLIA STAGIONATO COTTO FETTE FIOCCO 1 090 GR A.M. PL;PENNY MARKET;90GR;Affettati Prosc. Cotto;AFFETTATI;8024370077945;27.53;17.0;1.62;8;1033.78;381.0;2.71;127;-97.33695757317804;-40.31651972828443
584049;2020;5;01020207;01.1.8.4.0.00;CIDNEO MORBIDOSI OVETTI E GALLINE NORM SAC GOM SCART FRUTTA 00200.0 1 GR NOBIO;MORBIDOSI;200GR;Caramelle Gommose;CARAMELLE;8000038015719;191.18;142.0;1.35;31;1303.85;651.0;2.0;137;-85.33727039153277;-32.77861285132276
59488784;2020;5;01010503;01.1.1.4.2.00;PL NOBIO PL PL STD FARC/RICOP AST CREMA FIOR LATTE.CIOCCOLATO BIANCO 1 0600 GR TORTERICORRENZA PL;EUROSPIN;600GR;Torte Pronte Altre;TORTE PRONTE;8017596113047;267.55;122.0;2.19;17;4206.26;1202.0;3.5;81;-93.63924246242505;-37.33089704782715
595242;2020;5;03010601;01.1.4.5.2.00;LACTALIS INVERNIZZINA NOBIO INVERNIZZINA STD 1 500 GR 01 FORM.MOLLI;INVERNIZZINA;500GR;Crescenza Normale;CRESCENZA;8001590921807;24.88;10.0;2.49;4;1411.44;354.0;3.99;139;-98.23726123675112;-37.59904778098963
59526290;2020;5;01010503;01.1.1.4.2.00;MELEGATTI MELEGATTI NOBIO TONDA SEMPLICE DOLCE CLASS FOCACCIA 1 00600 TORTE.PRONTE GR;MELEGATTI;600GR;Torte Pronte Altre;TORTE PRONTE;8002630100091;93.73;48.0;1.95;9;2454.92;875.0;2.81;24;-96.1819529760644;-30.400184459507166
59661047;2020;5;01020501;01.1.8.3.0.00;VENEZIA DOLCERIE VENEZIANE NOBIO OVE UNI DOLCI MOMENTI GRAN PENSIERO CREMA NOCCIOLA CEREALI LATTE RIPIENI SAC 1 00100.0 GR +TAZZA;DOLCERIE VENEZIANE;100GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;8002749701431;290.99;104.0;2.8;38;15274.9;2928.0;5.22;444;-98.0949793452003;-46.36634156486987
647688;2020;5;01020304;01.1.8.3.0.00;CIDNEO CIDNEO NOBIO OVETTI CONFETTATI CREMINO SACCHETTO 01 0250.0 GR;CIDNEO;250GR;Altri Fuori Pasto Dolci Bocconcini Conf;ALTRI FUORI PASTO DOLCI;8000038015702;830.23;402.0;2.07;63;13588.63;4340.0;3.13;347;-93.89025972449025;-34.03912239872563
668637;2020;5;07020101;09.3.4.2.1.00;PL PL NOBIO STD SALMONE PATE' VASC 01 00100 GR PL;AUCHAN;100GR;Nutrizione Gatto Umido;NUTRIZIONE GATTO;8005476018827;3.68;16.0;0.23;1;12.99;37.0;0.35;47;-71.67051578137028;-34.488067744418785
8223067;2020;5;01010503;01.1.1.4.2.00;IL FORNAIO FORNO DEL CASALE NOBIO TONDA SEMPLICE ALLEGRA GRANELLA FOCACCIA 1 00400 TORTE.PRONTE GR;FORNO DEL CASALE;400GR;Torte Pronte Altre;TORTE PRONTE;8015854145014;222.67;110.0;2.02;24;1332.03;433.0;3.08;100;-83.28340953281833;-34.197421161003064
8814973;2020;5;01020501;01.1.8.3.0.00;PL PL NOBIO OVE UNI EDEL NOUGAT CREMA NOCCIOLA LATTE RIPIENI SAC 1 00150.0 GR PL;PENNY MARKET;150GR;Ovetti Pieni o Ripieni Latte (Ciocc. al);OVETTI PIENI O RIPIENI;0000043881932;121.53;188.0;0.65;41;614.02;650.0;0.94;70;-80.20748509820527;-31.568432520390562
